1901  |010001 |R     And *|002401.95 +383437.3 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|           |-0.016 -0.035|2000.0  | |Hip      |M         |R     And |
15858 |781121 |V1121 Tau  |032415.49 +012124.0 |EB:       |  8.46   |   8.89     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.005 -0.026|2000.0  | |Hip      |          |V1121 Tau |
16593 |781122 |V1122 Tau  |033335.92 +144042.6 |LB:       |  7.51   |   7.61     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.002|2000.0  | |Hip      |          |V1122 Tau |
16737 |781124 |V1124 Tau  |033518.37 +185411.1 |SRD:      |  7.59   |   7.70     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.006 -0.041|2000.0  | |Hip      |          |V1124 Tau |
17024 |781125 |V1125 Tau  |033858.77 +004747.5 |E         |  8.77   |   9.03     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.055 -0.021|2000.0  | |Hip      |          |V1125 Tau |
17040 |781126 |V1126 Tau  |033910.86 +110523.9 |E:        | 10.47   |  10.60     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.016 -0.005|2000.0  | |Hip      |          |V1126 Tau |
17379 |781127 |V1127 Tau  |034318.10 +124738.2 |SRB       |  8.40   |   8.91     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.005 -0.012|2000.0  | |Hip      |          |V1127 Tau |
17878 |781128 |V1128 Tau  |034927.77 +125443.8 |EW        |  9.65   |  10.24     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.034 +0.042|2000.0  | |Hip      |          |V1128 Tau |
17873 |781129 |V1129 Tau  |034927.00 +110839.7 |BY:       |  7.75   |   7.85     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.025 -0.033|2000.0  | |Hip      |          |V1129 Tau |
17988 |781130 |V1130 Tau  |035041.94 +013350.2 |EB        |  6.65   |   7.04     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.010 -0.001|2000.0  | |Hip      |          |V1130 Tau |
18474 |781131 |V1131 Tau  |035653.12 +153213.2 |DSCTC     |  8.82   |   8.89     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.028 -0.008|2000.0  | |Hip      |          |V1131 Tau |
18581 |781132 |V1132 Tau  |035837.34 +110139.1 |LB:       |  7.18   |   7.29     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.000 -0.021|2000.0  | |Hip      |          |V1132 Tau |
18957 |781133 |V1133 Tau  |040344.60 +052608.2 |LPB:      |  5.28   |   5.32     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.005|2000.0  | |Hip      |          |V1133 Tau |
18996 |781134 |V1134 Tau  |040411.95 +252356.6 |LB:       |  8.63   |   8.73     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.012 -0.053|2000.0  | |Hip      |          |V1134 Tau |
19137 |781135 |V1135 Tau  |040604.69 +244355.6 |SRB       |  8.78   |   8.93     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.018|2000.0  | |Hip      |          |V1135 Tau |
19591 |781136 |V1136 Tau  |041156.22 +233810.8 |RS:       |  9.49   |   9.58     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.138 -0.054|2000.0  | |Hip      |          |V1136 Tau |
19672 |781137 |V1137 Tau  |041251.24 +222448.4 |ACV:      |  6.18   |   6.22     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.011|2000.0  | |Hip      |          |V1137 Tau |
19714 |781138 |V1138 Tau  |041324.41 +035408.0 |SRB       |  8.10   |   8.27     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 +0.007|2000.0  | |Hip      |          |V1138 Tau |
19853 |781139 |V1139 Tau  |041524.13 +240442.5 |LB:       |  7.36   |   7.71     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.003|2000.0  | |Hip      |          |V1139 Tau |
20262 |781140 |V1140 Tau  |042037.79 +285331.2 |ACV:      |  7.97   |   8.02     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.020 -0.030|2000.0  | |Hip      |          |V1140 Tau |
20493 |781141 |V1141 Tau  |042332.37 +205855.4 |LPB       |  6.00   |   6.02     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.016 -0.035|2000.0  | |Hip      |          |V1141 Tau |
20513 |781142 |V1142 Tau  |042344.18 +225753.3 |LB:       |  6.97   |   7.07     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.014|2000.0  | |Hip      |          |V1142 Tau |
20715 |781143 |V1143 Tau  |042621.10 +083525.0 |LPB       |  6.06   |   6.09     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.003 -0.005|2000.0  | |Hip      |          |V1143 Tau |
20963 |781144 |V1144 Tau *|042942.86 +103118.7 |LPB       |  6.80   |   6.82     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.000 +0.002|2000.0  | |Hip      |          |V1144 Tau |
20958 |781145 |V1145 Tau  |042938.94 +050951.4 |SRC:      |  6.87   |   7.07     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.017 -0.017|2000.0  | |Hip      |          |V1145 Tau |
21082 |781146 |V1146 Tau  |043107.19 +150618.1 |LB:       |  6.33   |   6.36     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.043 -0.053|2000.0  | |Hip      |          |V1146 Tau |
21179 |781147 |V1147 Tau  |043225.65 +130647.6 |BY:       | 10.96   |  11.13     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.102 -0.019|2000.0  | |Hip      |          |V1147 Tau |
21575 |781148 |V1148 Tau *|043754.34 +071903.4 |ELL:      |  6.98   |   7.00     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.003 -0.003|2000.0  | |Hip      |          |V1148 Tau |
21621 |781149 |V1149 Tau  |043831.06 +184401.4 |EA        |  8.49   |   8.65     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.003|2000.0  | |Hip      |          |V1149 Tau |
21626 |781150 |V1150 Tau  |043836.24 +081030.6 |BE        |  7.59   |   7.68     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.008|2000.0  | |Hip      |          |V1150 Tau |
21633 |781151 |V1151 Tau  |043846.22 +064913.3 |LB:       |  7.86   |   7.98     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.008 +0.008|2000.0  | |Hip      |          |V1151 Tau |
21810 |781152 |V1152 Tau *|044106.09 +063752.8 |SRB:      |  8.69   |   9.18     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.002|2000.0  | |Hip      |          |V1152 Tau |
23436 |781153 |V1153 Tau  |050215.89 +240145.0 |BE        |  8.21   |   8.56     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.003|2000.0  | |Hip      |          |V1153 Tau |
23699 |781154 |V1154 Tau  |050537.72 +230339.8 |E:        |  6.71   |   6.81     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.008|2000.0  | |Hip      |          |V1154 Tau |
23883 |781155 |V1155 Tau  |050755.44 +214217.4 |BE        |  5.82   |   5.96     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.006|2000.0  | |Hip      |          |V1155 Tau |
24019 |781156 |V1156 Tau  |050945.09 +280149.6 |E:        |  6.00   |   6.10     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.056 -0.061|2000.0  | |Hip      |          |V1156 Tau |
24103 |781157 |V1157 Tau  |051039.95 +172624.8 |LPB       |  7.90   |   7.94     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.007|2000.0  | |Hip      |          |V1157 Tau |
24386 |781158 |V1158 Tau  |051353.97 +172711.8 |SRB:      |  8.89   |   9.35     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.006 -0.001|2000.0  | |Hip      |          |V1158 Tau |
24906 |781159 |V1159 Tau  |052018.30 +193441.6 |ACV       |  6.63   |   6.66     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.006 -0.013|2000.0  | |Hip      |          |V1159 Tau |
25779 |781160 |V1160 Tau  |053015.39 +223224.9 |LB:       |  7.66   |   7.81     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.008|2000.0  | |Hip      |          |V1160 Tau |
26282 |781161 |V1161 Tau *|053546.44 +184544.2 |LB:       |  9.50   |   9.78     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.030 +0.016|2000.0  | |Hip      |          |V1161 Tau |
26449 |781162 |V1162 Tau  |053738.20 +230850.8 |BE:       |  8.88   |   9.07     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.005|2000.0  | |Hip      |          |V1162 Tau |
26574 |781163 |V1163 Tau  |053858.01 +282736.5 |BE        |  8.40   |   8.53     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.003 -0.005|2000.0  | |Hip      |          |V1163 Tau |
26708 |781164 |V1164 Tau  |054032.45 +272634.0 |ELL:      |  8.30   |   8.51     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.002|2000.0  | |Hip      |          |V1164 Tau |
26998 |781165 |V1165 Tau  |054339.06 +252622.4 |BE:       |  6.78   |   6.86     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.003|2000.0  | |Hip      |          |V1165 Tau |
27012 |781166 |V1166 Tau  |054346.71 +264909.2 |E:        |  9.41   |   9.58     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.002 -0.005|2000.0  | |Hip      |          |V1166 Tau |
27850 |781167 |V1167 Tau  |055331.10 +254432.1 |BE        |  8.36   |   8.62     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.001 -0.001|2000.0  | |Hip      |          |V1167 Tau |
17704 |781229 |V1229 Tau *|034729.45 +241718.0 |EA        |  6.84   |   6.94     |   6.88     |V |52903.5981  |     |     2.461134       |     |A0V              |78058 DM   |           |+0.018 -0.045|2000.0  | |Hip      |          |V1229 Tau |
20056 |781232 |V1232 Tau  |041801.84 +181524.5 |RS        |  7.53   |(  0.05    )|            |V |            |     |     8.968          |     |G4V+G8V          |78018 DM   |           |+0.116 -0.031|2000.0  | |Hip      |          |V1232 Tau |
20686 |781233 |V1233 Tau  |042551.73 +185150.6 |BY        |  8.07   |(  0.02    )|            |V |            |     |     9.16           |     |G3V+G6V          |78018 DM   |           |+0.111 -0.034|2000.0  | |Hip      |          |V1233 Tau |
17826 |781243 |V1243 Tau *|034851.56 +114231.7 |GDOR      |  8.60   |(  0.08    )|            |B |            |     |     0.44316        |     |F2V              |79219 DM   |           |-0.013 -0.006|2000.0  | |Hip      |          |V1243 Tau |
18263 |781289 |V1289 Tau  |035425.24 +242136.3 |RS        | 10.9    |(  0.12  * )|            |V |            |     |     2.2386         |     |G5IV             |80021 HIP  |           | 0.020 -0.049|2000.0  | |Hip      |          |V1289 Tau |
19176 |781300 |V1300 Tau  |040638.80 +201811.1 |IB        |  9.62   |   9.75     |            |V |            |     |     1.0790         |     |G1               |80154 HIP  |           | 0.006 -0.015|2000.0  | |Hip      |          |V1300 Tau |
19786 |781309 |V1309 Tau  |041427.26 +122607.2 |BY        |  8.06   |(  0.02    )|            |V |            |     |     8.65           |     |G0               |80129 HIP  |           | 0.117 -0.009|2000.0  | |Hip      |          |V1309 Tau |
19793 |781310 |V1310 Tau  |041432.31 +233429.8 |BY        |  8.08   |(  0.03    )|            |V |            |     |     8.48           |     |G3V              |80129 HIP  |           | 0.121 -0.048|2000.0  | |Hip      |          |V1310 Tau |
21852 |781329 |V1329 Tau  |044155.15 +265849.4 |IB        |  9.61   |   9.69     |            |V |            |     |     0.6000         |     |G2V              |80154 HIP  |           |-0.001 -0.021|2000.0  | |Hip      |          |V1329 Tau |
23721 |781357 |V1357 Tau  |050559.66 +280716.9 |IB        |  9.93   |(  0.06  * )|            |V |            |     |     0.5239         |     |G0               |80021 HIP  |           | 0.001 -0.033|2000.0  | |Hip      |          |V1357 Tau |
25848 |781368 |V1368 Tau  |053104.39 +231234.8 |IB        |  9.23   |   9.38     |            |Hp|            |     |     0.9426         |     |G0               |80021 HIP  |           | 0.007 -0.039|2000.0  | |Hip      |          |V1368 Tau |
26162 |781371 |V1371 Tau  |053439.10 +280303.8 |BE        |  8.00   |   8.20     |            |V |            |     |   312.             |     |B8e              |80002 HIP  |           | 0.000 -0.003|2000.0  | |Hip      |          |V1371 Tau |
21421 |789001 |alf   Tau *|043555.24 +163033.5 |LB:       |  0.75   |   0.95     |            |V |            |     |                    |     |K5III            |03000 BD   |           |+0.063 -0.189|2000.0  | |Hip      |          |alf   Tau |
26451 |789006 |zet   Tau *|053738.69 +210833.2 |E/GS+GCAS |  2.88   |   3.17     |   3.05     |V |44936.781   |     |   132.9735         |     |B1IVe+G8III:     |10086 BD   |           |+0.002 -0.018|2000.0  | |Hip      |          |zet   Tau |
18724 |789011 |lam   Tau *|040040.82 +122925.3 |EA/DM     |  3.37   |   3.91     |   3.54     |V |21506.8506  |     |     3.9529478      |15  *|B3V+A4IV         |08608 08953|           |-0.008 -0.012|2000.0  | |Hip      |          |lam   Tau |
16083 |789014 |ksi   Tau  |032710.15 +094357.6 |E:        |  3.70   |   3.79     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.054 -0.038|2000.0  | |Hip      |          |ksi   Tau |
21273 |789017 |rho   Tau *|043350.92 +145039.9 |DSCTC     |  4.90   |(  0.01    )|            |B |            |     |     0.067          |     |A8Vn             |08569 BD   |           |+0.104 -0.026|2000.0  | |Hip      |          |rho   Tau |
20711 |789020 |ups   Tau *|042618.46 +224848.9 |DSCTC     |  4.28   |   4.31     |            |V |            |     |     0.1484         |50   |A8Vn             |10091 BD   |           |+0.109 -0.046|2000.0  | |Hip      |          |ups   Tau |
100137|790007 |X     Tel  |201847.18 -523704.2 |M         | 10.4    |< 14.0      |            |V |52973.      |     |   309.             |     |M5e-M8e          |N0002 CoD  |           |-0.007 +0.002|2000.0  | |Hip      |M         |X     Tel |
89739 |790011 |RS    Tel *|181851.22 -463253.4 |RCB       |  9.0    |  15.34     |            |V |            |     |                    |     |C(R4)            |00017 CoD  |           |-0.008 -0.005|2000.0  | |Hip      |RCB       |RS    Tel |
95676 |790023 |SW    Tel  |192739.60 -455231.3 |M         | 10.4    |  14.3      |            |V |48719.      |     |   228.2            |     |M4e              |00001 CoD  |           |+0.005 -0.004|2000.0  | |Hip      |M         |SW    Tel |
93844 |790089 |BL    Tel *|190638.11 -512503.2 |EA+SRD    |  7.09   |   9.41     |(  0.1     )|V |45589.      |     |   778.3            |10  *|F5Iab/b+M        |N0032 CoD  |           |-0.005 +0.001|2000.0  | |Hip      |EA+SRd    |BL    Tel |
97756 |790215 |HO    Tel  |195158.93 -465142.4 |EA        |  8.22   |   8.73     |   8.67     |V |52202.506   |     |     1.613101       |12   |A7III(m)         |00001 CoD  |           |-0.001 -0.032|2000.0  | |Hip      |EA        |HO    Tel |
100414|790236 |IS    Tel  |202142.70 -494855.4 |EA        |  9.67   |  10.40     |   9.82     |V |52985.526   |     |     1.152800       |17   |F5V              |00001 06561|           |+0.014 +0.002|2000.0  | |Hip      |EA        |IS    Tel |
93476 |790282 |MT    Tel *|190212.28 -463912.1 |RRC       |  8.68   |   9.28     |            |V |48500.270   |     |     0.3169         |35   |A0w              |HIP   04001|           |-0.036 -0.114|2000.0  | |Hip      |RR1       |MT    Tel |
90099 |790320 |PV    Tel *|182314.66 -563744.1 |PVTEL     |  9.24   |   9.40     |            |V |            |     |                    |     |B5p(He)          |04509 CPD  |           |+0.000 -0.009|2000.0  | |Hip      |PVTel     |PV    Tel |
96178 |790321 |PW    Tel  |193321.62 -451618.3 |ACV       |  5.61   |(  0.011   )|            |V |            |     |     2.9213         |     |A0p(Cr-Eu-Sr)    |09919 CoD  |           |-0.016 -0.024|2000.0  | |Hip      |ACV       |PW    Tel |
92680 |790324 |PZ    Tel *|185305.88 -501049.9 |BY        |  8.33   |   8.63     |            |V |            |     |     0.94088        |     |K0Vp             |HIP   CoD  |           |+0.017 -0.084|2000.0  | |Hip      |RS        |PZ    Tel |
96721 |790325 |QQ    Tel  |193941.78 -451642.8 |DSCTC     |  6.53   |(  0.050   )|            |B |            |     |     0.065          |     |F2/3IV/III       |67245 CoD  |           |-0.025 +0.006|2000.0  | |Hip      |DSct      |QQ    Tel |
89605 |790330 |QV    Tel  |181707.53 -560124.1 |BE        |  5.31   |   5.38     |            |Hp|            |     |                    |     |B3IIIe           |HIP   HIP  |           |+0.005 -0.013|2000.0  | |Hip      |Be        |QV    Tel |
90026 |790331 |QW    Tel  |182209.87 -553351.1 |EW        |  7.55   |   7.69     |   7.67     |V |52445.656   |     |     0.411930       |     |F8/G0            |00001 HIP  |           |+0.078 +0.002|2000.0  | |Hip      |EC        |QW    Tel |
90108 |790332 |QX    Tel  |182317.85 -532536.0 |SRD:      |  8.62   |   8.78     |            |Hp|            |     |    28.3            |     |K0III            |00001 HIP  |           |+0.000 -0.010|2000.0  | |Hip      |SRd:      |QX    Tel |
91578 |790333 |QY    Tel  |184029.10 -454451.9 |EA        |  9.58   |  10.07     |  10.06     |V |51957.064   |     |     2.488926       |12   |F8               |N0002 HIP  |           |+0.011 -0.018|2000.0  | |Hip      |EA        |QY    Tel |
91832 |790334 |QZ    Tel *|184323.79 -525142.3 |EB        |  8.07   |   8.27     |   8.27     |V |52831.746   |     |     1.0309913      |     |A2V              |00001 HIP  |           |+0.001 -0.001|2000.0  | |Hip      |EC        |QZ    Tel |
93092 |790335 |V0335 Tel  |185750.41 -464410.5 |LB:       |  8.06   |   8.17     |            |Hp|            |     |                    |     |M2/M3III         |HIP   HIP  |           |+0.002 +0.000|2000.0  | |Hip      |Lb:       |V0335 Tel |
94702 |790336 |V0336 Tel  |191612.28 -471628.4 |BY:       | 11.69   |  12.03     |            |Hp|            |     |                    |     |M                |HIP   HIP  |           |+0.035 -0.344|2000.0  | |Hip      |BY:       |V0336 Tel |
95578 |790337 |V0337 Tel  |192627.70 -454526.7 |EW        |  9.90   |  10.21     |  10.20     |V |51963.442   |     |     0.423389       |     |F5V              |N0002 HIP  |           |+0.004 +0.016|2000.0  | |Hip      |EC        |V0337 Tel |
95635 |790338 |V0338 Tel  |192711.80 -562956.3 |LB        |  8.47   |   8.63     |            |Hp|            |     |                    |     |M0III            |HIP   HIP  |           |+0.003 -0.010|2000.0  | |Hip      |Lb        |V0338 Tel |
96065 |790339 |V0339 Tel  |193157.13 -540954.9 |SRS       |  6.80   |   7.02     |            |V |            |     |    24.20           |     |M4III            |00001 HIP  |           |+0.009 -0.012|2000.0  | |Hip      |SR        |V0339 Tel |
96875 |790340 |V0340 Tel *|194134.10 -464612.7 |BY:       |  9.65   |   9.84     |            |V |            |     |     1.71966        |     |K0V              |HIP   HIP  |           |+0.044 -0.097|2000.0  | |Hip      |BY:       |V0340 Tel |
97032 |790341 |V0341 Tel  |194313.65 -561537.0 |LB        |  7.19   |   7.56     |            |Hp|            |     |                    |     |M5/M6III         |HIP   HIP  |           |+0.021 -0.050|2000.0  | |Hip      |Lb        |V0341 Tel |
97481 |790342 |V0342 Tel  |194847.09 -493129.5 |LB        |  7.84   |   7.97     |            |Hp|            |     |                    |     |M3III            |HIP   HIP  |           |+0.003 +0.004|2000.0  | |Hip      |Lb        |V0342 Tel |
97583 |790343 |V0343 Tel *|195003.46 -514646.3 |EB        |  9.11   |   9.44     |   9.40     |V |51874.858   |     |     0.875460       |     |A2/A3V           |N0002 HIP  |           |+0.002 +0.004|2000.0  | |Hip      |EC        |V0343 Tel |
97935 |790344 |V0344 Tel  |195413.51 -492742.3 |SRS       |  8.6    |   9.0      |            |V |            |     |    27.4            |     |M6III            |N0002 HIP  |           |+0.013 -0.008|2000.0  | |Hip      |SR        |V0344 Tel |
98500 |790345 |V0345 Tel  |200040.15 -493631.1 |LB        |  6.62   |   6.72     |            |Hp|            |     |                    |     |M4III            |HIP   HIP  |           |+0.020 +0.009|2000.0  | |Hip      |Lb        |V0345 Tel |
98815 |790346 |V0346 Tel  |200403.26 -511244.8 |LB        |  8.96   |   9.55     |            |V |            |     |                    |     |M4/M5III         |00001 HIP  |           |+0.002 -0.001|2000.0  | |Hip      |Lb        |V0346 Tel |
100665|790347 |V0347 Tel  |202437.49 -495334.9 |LB        |  8.36   |   8.68     |            |Hp|            |     |                    |     |M3III            |HIP   HIP  |           |+0.008 +0.000|2000.0  | |Hip      |Lb        |V0347 Tel |
100921|790348 |V0348 Tel  |202741.20 -494601.3 |LB:       |  8.49   |   8.64     |            |Hp|            |     |                    |     |M3III            |HIP   HIP  |           |+0.004 -0.005|2000.0  | |Hip      |Lb:       |V0348 Tel |
97590 |790349 |V0349 Tel *|195008.36 -503609.1 |GDOR:     |  7.60   |   7.73     |            |Hp|            |     |     0.6953         |     |F0V              |75029 CoD  |           |+0.011 +0.002|2000.0  | |Hip      |GDor:     |V0349 Tel |
100090|790350 |V0350 Tel  |201819.32 -510512.6 |ACV       |  7.55   |(  0.03  U )|            |V |            |     |     4.45           |     |B9CrEuSr         |75026 CoD  |           |-0.002 -0.026|2000.0  | |Hip      |ACV       |V0350 Tel |
92412 |790353 |V0353 Tel  |184957.25 -520719.4 |ELL:+DSCTC|  7.13   |   7.20     |            |Hp|            |     |     3.2            |     |A3III/IV         |78024 DM   |           |-0.013 -0.018|2000.0  | |Hip      |Ell:+DSct |V0353 Tel |
91928 |790359 |V0359 Tel *|184423.73 -465727.0 |EA        |  8.54   |   8.83     |   8.66     |V |48315.454   |     |    19.2449         |02 : |B9V              |79193 HIP  |           | 0.005 -0.003|2000.0  | |Hip      |EA        |V0359 Tel |
92754 |790362 |V0362 Tel *|185404.94 -513057.6 |EA        |  9.67   |   9.96     |   9.90     |V |54610.813   |     |     1.2112478      |09   |G3V              |00001 HIP  |           | 0.012 -0.001|2000.0  | |Hip      |EA        |V0362 Tel |
12193 |800001 |R     Tri *|023702.34 +341551.4 |M         |  5.4    |  12.6      |            |V |45215.      |     |   266.9            |44   |M4IIIe-M8e       |00001 00002|           |+0.037 -0.007|2000.0  | |Hip      |          |R     Tri |
11423 |800002 |S     Tri *|022719.52 +324422.9 |M         |  8.9    |< 12.4      |            |V |35850.      |     |   241.6            |48   |M2e              |00001 06286|           |+0.008 -0.004|2000.0  | |Hip      |          |S     Tri |
12557 |800006 |W     Tri  |024130.57 +343058.0 |SRC       |  8.5    |   9.7      |            |p |            |     |   108.             |     |M5II             |00634 03746|           |+0.010 +0.002|2000.0  | |Hip      |          |W     Tri |
9383  |800007 |X     Tri *|020033.74 +275319.2 |EA/SD     |  8.55   |  11.27     |   9.07     |V |42502.721   |     |     0.9715352      |18   |A5V+G0V          |00001 10044|           |+0.028 -0.015|2000.0  | |Hip      |          |X     Tri |
10280 |800033 |TZ    Tri *|021222.28 +301811.0 |ELL/RS    |  5.19   |(  0.09    )|            |V |43729.8     |     |    14.732          |     |G5III+G5III:     |08538 BD   |           |-0.065 -0.061|2000.0  | |Hip      |          |TZ    Tri |
9630  |800049 |XX    Tri  |020347.12 +353528.7 |RS        |  8.1    |   8.7      |            |V |            |     |                    |     |                 |71008 BD   |           |-0.053 -0.016|2000.0  | |Hip      |          |XX    Tri |
7289  |800053 |YZ    Tri  |013354.35 +353629.5 |SRB       |  6.90   |   7.02     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.051 -0.006|2000.0  | |Hip      |          |YZ    Tri |
8665  |800054 |ZZ    Tri  |015137.93 +334645.8 |LB:       |  8.75   |   8.85     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.002|2000.0  | |Hip      |          |ZZ    Tri |
9171  |800055 |AA    Tri  |015803.78 +310803.8 |SRB       |  6.56   |   6.74     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.043 -0.046|2000.0  | |Hip      |          |AA    Tri |
10077 |800056 |AB    Tri  |020937.36 +370659.1 |EB:       |  8.28   |   8.38     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.000 +0.000|2000.0  | |Hip      |          |AB    Tri |
10319 |800057 |AC    Tri  |021253.65 +351919.7 |LB:       |  9.15   |   9.33     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 +0.005|2000.0  | |Hip      |          |AC    Tri |
10714 |800058 |AD    Tri  |021757.33 +290026.1 |LB:       |  6.70   |   6.78     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.022 -0.008|2000.0  | |Hip      |          |AD    Tri |
11272 |800059 |AE    Tri  |022510.03 +335200.3 |SRB:      |  6.96   |   7.14     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.004 -0.003|2000.0  | |Hip      |          |AE    Tri |
11421 |800060 |AF    Tri  |022714.88 +365802.3 |LB        |  7.30   |   7.67     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.007 -0.002|2000.0  | |Hip      |          |AF    Tri |
11437 |800061 |AG    Tri  |022729.25 +305824.6 |BY:       | 10.19   |  10.29     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.079 -0.070|2000.0  | |Hip      |          |AG    Tri |
12465 |800062 |AH    Tri  |024031.28 +360021.1 |SRD       |  8.24   |   8.44     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.020 -0.009|2000.0  | |Hip      |          |AH    Tri |
9644  |800072 |AS    Tri  |020358.22 +295417.7 |DSCTC     |  8.25   |(  0.09    )|            |V |            |     |     0.08           |     |F0               |78033 DM   |           |+0.021 -0.012|2000.0  | |Hip      |          |AS    Tri |
8796  |809001 |alf   Tri *|015304.91 +293443.8 |ELL       |  3.52   |   3.53     |            |Hp|            |     |                    |     |                 |HIP   HIP  |           |+0.012 -0.234|2000.0  | |Hip      |          |alf   Tri |
75018 |810001 |R     TrA *|151945.71 -662945.7 |DCEP      |  6.33   |   7.00     |            |V |40838.21    |     |     3.389287       |30   |F6Ib/II-G0       |02309 08667|           |-0.004 -0.006|2000.0  | |Hip      |          |R     TrA |
78476 |810002 |S     TrA  |160110.71 -634635.5 |DCEP      |  5.95   |   6.81     |            |V |40734.45    |     |     6.32344        |28   |F6II-G2          |02309 08953|           |-0.003 -0.004|2000.0  | |Hip      |          |S     TrA |
74192 |810003 |T     TrA  |150936.54 -684317.1 |CST:      |  6.84   |            |            |V |            |     |                    |     |B9IV             |      CPD  |           |-0.029 -0.031|2000.0  | |Hip      |          |T     TrA |
78978 |810004 |U     TrA *|160719.00 -625438.0 |CEP(B)    |  7.30   |   8.29     |            |V |43267.14    |     |     2.568423       |34   |F5-F8Ib/II       |09918 08953|           |-0.002 -0.002|2000.0  | |Hip      |          |U     TrA |
82392 |810005 |V     TrA  |165006.60 -674658.1 |LB        | 10.0    |  10.7      |            |p |            |     |                    |     |C5,5(Nb)         |00016 09611|           |-0.004 -0.007|2000.0  | |Hip      |          |V     TrA |
74582 |810007 |X     TrA  |151419.18 -700446.1 |LB        |  5.02   |   6.4      |            |V |            |     |                    |     |C5,5(Nb)         |00624 03470|           |+0.004 -0.008|2000.0  | |Hip      |          |X     TrA |
81157 |810012 |RT    TrA  |163430.89 -630800.8 |CWB       |  9.43   |  10.18     |            |V |41922.54    |     |     1.9461124      |40   |F8:(R)-G2I-II    |00001 06286|           |-0.004 -0.013|2000.0  | |Hip      |          |RT    TrA |
